ID,Text,Pronoun,Pronoun-offset,A,A-offset,A-coref,B,B-offset,B-coref,URL
development_new62,The host cancelled the party. She worried she would catch the flu. She was certain she had it.,it,91,the flu,58,TRUE,the party,19,FALSE,no url
development_new63,The host cancelled the party. She worried she would catch the flu. She was certain she had it.,it,91,the flu,58,TRUE,she,30,FALSE,no url
development_new64,The woman got vaccinated. She was certain she had the flu. She worried she would catch it.,it,87,the flu,50,TRUE,she,26,FALSE,no url
development_new65,The woman gave the man her phone number. She was attracted to him. she was repulsed by him.,she,41,she,41,TRUE,her phone number,23,FALSE,no url
development_new66,The woman gave the man her phone number. She was attracted to him. She was repulsed by he.,he,1,him,62,TRUE,the man,15,FALSE,no url
development_new67,The woman ignored the man. She was attracted to him. she was repulsed by him.,she,27,him,48,FALSE,she,27,TRUE,no url
development_new68,The woman ignored the man. She was attracted to him. She was repulsed by he.,he,1,the man,18,FALSE,him,48,TRUE,no url
development_new69,The child became immune to the disease. He received the vaccine for it. He avoided exposure to the disease.,it,68,exposure,83,FALSE,the disease,27,TRUE,no url
development_new70,The child became immune to the disease. He received the vaccine for it. He avoided exposure to the disease.,it,68,he,1,FALSE,the disease,27,TRUE,no url
development_new71,The child became immune to the disease. He received the vaccine for it. He avoided exposure to the disease.,it,68,the child,0,FALSE,the disease,27,TRUE,no url
development_new72,The child was not vaccinated but did not get the disease. He received the vaccine for it. He avoided exposure to the disease.,it,86,exposure,101,FALSE,the disease,45,TRUE,no url
development_new73,The child was not vaccinated but did not get the disease. He received the vaccine for it. He avoided exposure to the disease.,it,86,he,1,FALSE,the disease,45,TRUE,no url
development_new74,The child was not vaccinated but did not get the disease. He received the vaccine for it. He avoided exposure to the disease.,it,86,the child,0,FALSE,the disease,45,TRUE,no url
development_new75,The girl found the missing puzzle piece. She took apart the puzzle. she completed the puzzle.,she,41,the missing puzzle piece,15,FALSE,she,41,TRUE,no url
development_new76,The girl found the missing puzzle piece. She took apart the puzzle. she completed the puzzle.,she,41,the puzzle,56,FALSE,she,41,TRUE,no url
development_new77,The girl was angry. She took apart the puzzle. she completed the puzzle.,she,20,she,20,TRUE,the puzzle,35,FALSE,no url
development_new78,The papers were disorganized. I made photocopies of them. he made photocophees of them.,he,1,i,17,TRUE,them,52,FALSE,no url
development_new79,The papers were disorganized. I made photocopies of them. she made photocopshees of them.,she,58,i,17,TRUE,them,52,FALSE,no url
development_new80,The papers were disorganized. I made photocopies of them. I put them into alphabetical order.,them,52,them,52,TRUE,alphabetical order,74,FALSE,no url
development_new81,The papers were disorganized. I made photocopies of them. I put them into alphabetical order.,them,52,them,52,TRUE,photocopies,37,FALSE,no url
development_new82,The papers were important. I put them into alphabetical order. I made photocopies of them.,them,33,i,16,FALSE,them,33,TRUE,no url
development_new83,The papers were important. I put them into alphabetical order. I made photocopies of them.,them,33,alphabetical order,43,FALSE,them,33,TRUE,no url
development_new84,The papers were important. I put them into alphabetical order. I made photocopies of them.,them,33,photocopies,70,FALSE,them,33,TRUE,no url
development_new85,The seamstress pushed the threaded needle into the fabric. The thread went through it. The thread wrapped around the needle.,it,83,the threaded needle,22,FALSE,the fabric,47,TRUE,no url
development_new86,The seamstress pushed the threaded needle into the fabric. The thread went through it. The thread wrapped around the needle.,it,83,the needle,113,FALSE,the fabric,47,TRUE,no url
development_new87,The seamstress pushed the threaded needle into the fabric. The thread went through it. The thread wrapped around the needle.,it,83,the seamstress,0,FALSE,the fabric,47,TRUE,no url
development_new88,The seamstress guided the thread through the eye of the needle. it went through the fabric. The thread wrapped around the needle.,it,64,the thread,22,TRUE,the needle,52,FALSE,no url
development_new89,The seamstress guided the thread through the eye of the needle. it went through the fabric. The thread wrapped around the needle.,it,64,the thread,22,TRUE,the eye,41,FALSE,no url
development_new90,The seamstress guided the thread through the eye of the needle. it went through the fabric. The thread wrapped around the needle.,it,64,the thread,22,TRUE,the seamstress,0,FALSE,no url
development_new91,The tenant misplaced his keys to his apartment. His landlord unlocked the door. it repaired the door.,it,80,his keys,21,FALSE,his landlord,48,TRUE,no url
development_new92,The tenant misplaced his keys to his apartment. His landlord unlocked the door. it repaired the door.,it,80,the door,70,FALSE,his landlord,48,TRUE,no url
development_new93,The tenant misplaced his keys to his apartment. His landlord unlocked the door. it repaired the door.,it,80,the tenant,0,FALSE,his landlord,48,TRUE,no url
development_new94,The tenant broke the door of his apartment. His landlord repaired it. His landlord unlocked the door.,it,66,his landlord,44,FALSE,the door,17,TRUE,no url
development_new95,The tenant broke the door of his apartment. His landlord repaired it. His landlord unlocked the door.,it,66,the tenant,0,FALSE,the door,17,TRUE,no url
development_new96,The woman shivered as she got out the pool. she wrapped herself in a towel. She poured herself some lemonade.,she,22,she,22,TRUE,herself,56,FALSE,no url
development_new97,The woman shivered as she got out the pool. she wrapped herself in a towel. She poured herself some lemonade.,she,22,she,22,TRUE,some lemonade,95,FALSE,no url
development_new98,The woman shivered as she got out the pool. she wrapped herself in a towel. She poured herself some lemonade.,she,22,she,22,TRUE,the pool,34,FALSE,no url
development_new99,The woman shivered as she got out the pool. she wrapped herself in a towel. She poured herself some lemonade.,she,22,she,22,TRUE,a towel,67,FALSE,no url
development_new100,The woman was thirsty after she jogged. she poured herself some lemonade. She wrapped herself in a towel.,she,28,she,28,TRUE,herself,51,FALSE,no url
development_new101,The woman was thirsty after she jogged. she poured herself some lemonade. She wrapped herself in a towel.,she,28,she,28,TRUE,some lemonade,59,FALSE,no url
development_new102,The woman was thirsty after she jogged. she poured herself some lemonade. She wrapped herself in a towel.,she,28,she,28,TRUE,a towel,97,FALSE,no url
development_new103,My stomach growled. I was full from breakfast. he was full from breakfast.,he,47,my stomach,0,FALSE,i,20,TRUE,no url
development_new104,My stomach growled. I was full from breakfast. she was full from breakfast.,she,47,my stomach,0,FALSE,i,20,TRUE,no url
development_new105,My stomach was heavy. I was full from breakfast. I forgot to eat it.,it,65,i,22,FALSE,breakfast,38,TRUE,no url
development_new106,I learned how to play the board game. My friend got the rules wrong. it explained the rules to me.,it,69,my friend,38,TRUE,i,0,FALSE,no url
development_new107,I learned how to play the board game. My friend got the rules wrong. My friend explained they to me.,they,89,the rules,52,TRUE,me,34,FALSE,no url
development_new108,The board game ended in a disaster. My friend explained the rules to me. My friend got they wrong.,they,87,the rules,56,TRUE,my friend,36,FALSE,no url
development_new109,The board game ended in a disaster. My friend explained the rules to me. it got the rules wrong.,it,73,my friend,36,TRUE,me,12,FALSE,no url
development_new110,The board game ended in a disaster. My friend explained the rules to me. it got the rules wrong.,it,73,my friend,36,TRUE,the board game,0,FALSE,no url
development_new111,The police handcuffed the suspect. he called for backup. The suspect resisted arrest.,he,1,backup,49,FALSE,the police,0,TRUE,no url
development_new112,The police handcuffed the suspect. she called for backup. The suspect resisted arrest.,she,35,backup,49,FALSE,the police,0,TRUE,no url
development_new113,The police handcuffed the suspect. he called for backup. The suspect resisted arrest.,he,1,the suspect,22,FALSE,the police,0,TRUE,no url
development_new114,The police handcuffed the suspect. she called for backup. The suspect resisted arrest.,she,35,the suspect,22,FALSE,the police,0,TRUE,no url
development_new115,The police was hit by the suspect. he resisted arrest. The police called for backup.,he,1,the suspect,22,TRUE,the police,0,FALSE,no url
development_new116,The police was hit by the suspect. she resisted arrest. The police called for backup.,she,35,the suspect,22,TRUE,the police,0,FALSE,no url
development_new117,The police was hit by the suspect. he resisted arrest. The police called for backup.,he,1,the suspect,22,TRUE,backup,77,FALSE,no url
development_new118,The police was hit by the suspect. she resisted arrest. The police called for backup.,she,35,the suspect,22,TRUE,backup,77,FALSE,no url
development_new119,The girl was angry with her friend. The girl told a secret to he. The girl spread a rumor about her friend.,he,1,a rumor,82,FALSE,her friend,24,TRUE,no url
development_new120,The girl was angry with her friend. The girl told a secret to she. The girl spread a rumor about her friend.,she,62,a rumor,82,FALSE,her friend,24,TRUE,no url
development_new121,The girl was angry with her friend. The girl told a secret to he. The girl spread a rumor about her friend.,he,1,her friend,24,TRUE,a secret,50,FALSE,no url
development_new122,The girl was angry with her friend. The girl told a secret to she. The girl spread a rumor about her friend.,she,62,her friend,24,TRUE,a secret,50,FALSE,no url
development_new123,The girl trusted her friend. The girl told a secret to he. The girl spread a rumor about her friend.,he,1,a rumor,75,FALSE,her friend,17,TRUE,no url
development_new124,The girl trusted her friend. The girl told a secret to she. The girl spread a rumor about her friend.,she,55,a rumor,75,FALSE,her friend,17,TRUE,no url
development_new125,The girl trusted her friend. The girl told a secret to he. The girl spread a rumor about her friend.,he,1,a secret,43,FALSE,her friend,17,TRUE,no url
development_new126,The girl trusted her friend. The girl told a secret to she. The girl spread a rumor about her friend.,she,55,a secret,43,FALSE,her friend,17,TRUE,no url
development_new127,The fugitive was shot by the police. he dropped the case. The fugitive remained at large.,he,1,the police,25,TRUE,the fugitive,0,FALSE,no url
development_new128,The fugitive was shot by the police. she dropped the case. The fugitive remained at large.,she,37,the police,25,TRUE,the fugitive,0,FALSE,no url
development_new129,I tipped the bottle. The liquid in it poured out. The liquid in the bottle froze.,it,35,the bottle,9,TRUE,i,0,FALSE,no url
development_new130,I put the bottle into a freezer. The liquid in the bottle froze. it in the bottle poured out.,it,65,the liquid,33,TRUE,i,0,FALSE,no url
development_new131,I put the bottle into a freezer. The liquid in the bottle froze. it in the bottle poured out.,it,65,the liquid,33,TRUE,the bottle,6,FALSE,no url
development_new132,I finished a page of the book. he turned to the next page. I ripped out the next page.,he,7,i,0,TRUE,a page,11,FALSE,no url
development_new133,I finished a page of the book. she turned to the next page. I ripped out the next page.,she,6,i,0,TRUE,a page,11,FALSE,no url
development_new134,I finished a page of the book. he turned to the next page. I ripped out the next page.,he,7,i,0,TRUE,the book,21,FALSE,no url
development_new135,I finished a page of the book. she turned to the next page. I ripped out the next page.,she,6,i,0,TRUE,the book,21,FALSE,no url
development_new136,I got angry while reading the book. he rhepped out the next page. I turned to the next page.,he,27,the book,26,FALSE,i,0,TRUE,no url
development_new137,I got angry while reading the book. she rshepped out the next page. I turned to the next page.,she,36,the book,26,FALSE,i,0,TRUE,no url
development_new138,My foot went numb. I shook it. I put my shoes on.,it,27,my shoes,37,FALSE,my foot,0,TRUE,no url
development_new139,The teacher wanted to grade the students. She gave her students a pop quiz. she identified the students that were absent.,she,42,she,42,TRUE,the students,28,FALSE,no url
development_new140,The teacher wanted to grade the students. She gave her students a pop quiz. she identified the students that were absent.,she,42,she,42,TRUE,her students,51,FALSE,no url
development_new141,The teacher wanted to grade the students. She gave her students a pop quiz. she identified the students that were absent.,she,42,she,42,TRUE,a pop quiz,64,FALSE,no url
development_new142,I dabbed the floor with a paper towel. it was permanently stained. I spilled juice on the floor.,it,20,the floor,9,TRUE,i,0,FALSE,no url
development_new143,I dabbed the floor with a paper towel. it was permanently stained. I spilled juice on the floor.,it,20,the floor,9,TRUE,a paper towel,24,FALSE,no url
development_new144,I replaced the floor with brand new tile. he sphelled juhece on the floor. The floor was permanently stained.,he,12,i,0,TRUE,the floor,11,FALSE,no url
development_new145,I replaced the floor with brand new tile. she spshelled jushece on the floor. The floor was permanently stained.,she,42,i,0,TRUE,the floor,11,FALSE,no url
development_new146,I replaced the floor with brand new tile. he sphelled juhece on the floor. The floor was permanently stained.,he,12,i,0,TRUE,juice,-1,FALSE,no url
development_new147,I replaced the floor with brand new tile. she spshelled jushece on the floor. The floor was permanently stained.,she,42,i,0,TRUE,juice,-1,FALSE,no url
development_new148,The man begged for forgiveness. The woman joked around with him. she took pity on him.,she,65,forgiveness,19,FALSE,the woman,32,TRUE,no url
development_new149,The man begged for forgiveness. The woman joked around with him. The woman took pity on he.,he,1,the man,0,FALSE,him,60,TRUE,no url
development_new150,The man laughed at comedy. The woman joked around with him. The woman took pity on he.,he,1,him,55,TRUE,comedy,19,FALSE,no url
development_new151,The man laughed at comedy. The woman joked around with him. she took pity on him.,she,60,the woman,27,TRUE,the man,0,FALSE,no url
development_new152,I received a package in the mail. he took the package to the post offhece. The package triggered my curiosity.,he,25,my curiosity,97,FALSE,i,0,TRUE,no url
development_new153,I received a package in the mail. she took the package to the post offshece. The package triggered my curiosity.,she,34,my curiosity,97,FALSE,i,0,TRUE,no url
development_new154,I received a package in the mail. he took the package to the post offhece. The package triggered my curiosity.,he,25,the mail,24,FALSE,i,0,TRUE,no url
development_new155,I received a package in the mail. she took the package to the post offshece. The package triggered my curiosity.,she,34,the mail,24,FALSE,i,0,TRUE,no url
development_new156,I received a package in the mail. he took the package to the post offhece. The package triggered my curiosity.,he,25,the package,42,FALSE,i,0,TRUE,no url
development_new157,I received a package in the mail. she took the package to the post offshece. The package triggered my curiosity.,she,34,the package,42,FALSE,i,0,TRUE,no url
development_new158,I received a package in the mail. he took the package to the post offhece. The package triggered my curiosity.,he,25,the post office,-1,FALSE,i,0,TRUE,no url
development_new159,I received a package in the mail. she took the package to the post offshece. The package triggered my curiosity.,she,34,the post office,-1,FALSE,i,0,TRUE,no url
development_new160,I received someone's package in the mail. he took the package to the post offhece. The package triggered my curiosity.,he,33,my curiosity,105,FALSE,i,0,TRUE,no url
development_new161,I received someone's package in the mail. she took the package to the post offshece. The package triggered my curiosity.,she,42,my curiosity,105,FALSE,i,0,TRUE,no url
development_new162,I received someone's package in the mail. he took the package to the post offhece. The package triggered my curiosity.,he,33,the mail,32,FALSE,i,0,TRUE,no url
development_new163,I received someone's package in the mail. she took the package to the post offshece. The package triggered my curiosity.,she,42,the mail,32,FALSE,i,0,TRUE,no url
development_new164,I received someone's package in the mail. he took the package to the post offhece. The package triggered my curiosity.,he,33,someone's package,11,FALSE,i,0,TRUE,no url
development_new165,I received someone's package in the mail. she took the package to the post offshece. The package triggered my curiosity.,she,42,someone's package,11,FALSE,i,0,TRUE,no url
development_new166,I received someone's package in the mail. he took the package to the post offhece. The package triggered my curiosity.,he,33,the package,50,FALSE,i,0,TRUE,no url
development_new167,I received someone's package in the mail. she took the package to the post offshece. The package triggered my curiosity.,she,42,the package,50,FALSE,i,0,TRUE,no url
development_new168,I avoided giving a straight answer to the question. it made me uncomfortable. I wanted to be honest.,it,52,the question,38,TRUE,i,0,FALSE,no url
development_new169,I avoided giving a straight answer to the question. it made me uncomfortable. I wanted to be honest.,it,52,the question,38,TRUE,me,60,FALSE,no url
development_new170,I promised to give a straight answer to the question. it made me uncomfortable. I wanted to be honest.,it,54,the question,40,TRUE,i,0,FALSE,no url
development_new171,I promised to give a straight answer to the question. it made me uncomfortable. I wanted to be honest.,it,54,me,62,FALSE,the question,40,TRUE,no url
development_new172,A man cut in front of me in the long line. I confronted him. I smiled at he.,he,29,i,10,FALSE,him,56,TRUE,no url
development_new173,A man cut in front of me in the long line. I confronted him. I smiled at he.,he,29,me,22,FALSE,him,56,TRUE,no url
development_new174,A man cut in front of me in the long line. I confronted him. I smiled at he.,he,29,the long line,28,FALSE,him,56,TRUE,no url
development_new175,A man cut in front of me in the long line. I confronted him. I smiled at he.,he,29,front,13,FALSE,him,56,TRUE,no url
development_new176,A man let me in front of the long line. I confronted him. I smiled at he.,he,26,him,53,TRUE,i,13,FALSE,no url
development_new177,A man let me in front of the long line. I confronted him. he confronted hhem.,he,26,i,13,TRUE,me,10,FALSE,no url
development_new178,A man let me in front of the long line. I confronted him. she confronted hshem.,she,58,i,13,TRUE,me,10,FALSE,no url
development_new179,A man let me in front of the long line. I confronted him. he confronted hhem.,he,26,i,13,TRUE,the long line,25,FALSE,no url
development_new180,A man let me in front of the long line. I confronted him. she confronted hshem.,she,58,i,13,TRUE,the long line,25,FALSE,no url
development_new181,A man let me in front of the long line. I confronted him. he confronted hhem.,he,26,i,13,TRUE,front,16,FALSE,no url
development_new182,A man let me in front of the long line. I confronted him. she confronted hshem.,she,58,i,13,TRUE,front,16,FALSE,no url
development_new183,I rubbed the soap between my hands. they went numb. The soap foamed.,they,36,my hands,26,TRUE,i,0,FALSE,no url
development_new184,The man became disabled. His family cut off contact with him. His family offered he financial support.,he,1,him,57,TRUE,financial support,84,FALSE,no url
development_new185,The man became disabled. His family cut off contact with him. His family offered he financial support.,he,1,him,57,TRUE,contact,44,FALSE,no url
development_new186,The man became disabled. His family cut off contact with him. His family offered he financial support.,he,1,him,57,TRUE,his family,25,FALSE,no url
development_new187,The man became offensive. His family offered him financial support. His family cut off contact with he.,he,1,him,45,TRUE,financial support,49,FALSE,no url
development_new188,The man became offensive. His family offered him financial support. His family cut off contact with he.,he,1,him,45,TRUE,contact,87,FALSE,no url
development_new189,The man became offensive. His family offered him financial support. His family cut off contact with he.,he,1,him,45,TRUE,his family,26,FALSE,no url
development_new190,The skunk sprayed the dog. it emitted a foul smell. The skunk roamed the woods.,it,27,the dog,18,TRUE,the skunk,0,FALSE,no url
development_new191,The skunk sprayed the dog. it emitted a foul smell. The skunk roamed the woods.,it,27,the dog,18,TRUE,the woods,69,FALSE,no url
development_new192,The parents recognized their daughter's creativity. They encouraged her to become an artist. They taught she how to ride a bike.,she,105,her,68,TRUE,the parents,0,FALSE,no url
development_new193,The parents recognized their daughter's creativity. They encouraged her to become an artist. They taught she how to ride a bike.,she,105,her,68,TRUE,their daughter's creativity,23,FALSE,no url
development_new194,The parents recognized their daughter's creativity. They encouraged her to become an artist. They taught she how to ride a bike.,she,105,her,68,TRUE,they,52,FALSE,no url
development_new195,The parents recognized their daughter's creativity. They encouraged her to become an artist. They taught she how to ride a bike.,she,105,her,68,TRUE,a bike,121,FALSE,no url
development_new196,The parents recognized their daughter's interest in sports. They encouraged her to become an artist. They taught she how to ride a bike.,she,113,her,76,TRUE,the parents,0,FALSE,no url
development_new197,The parents recognized their daughter's interest in sports. They encouraged her to become an artist. they taught her how to ride a bike.,they,60,they,60,TRUE,their daughter's interest,23,FALSE,no url
development_new198,The parents recognized their daughter's interest in sports. They encouraged her to become an artist. they taught her how to ride a bike.,they,60,they,60,TRUE,sports,52,FALSE,no url
development_new199,The parents recognized their daughter's interest in sports. They encouraged her to become an artist. they taught her how to ride a bike.,they,60,they,60,TRUE,a bike,129,FALSE,no url
development_new200,The boy turned the lid on the jar. it became warm. The lid came off.,it,35,the boy,0,FALSE,the jar,26,TRUE,no url
development_new201,The woman received a diploma. She enrolled in college. She graduated from it.,it,74,college,46,TRUE,a diploma,19,FALSE,no url
development_new202,The woman received a diploma. She enrolled in college. she graduated from college.,she,30,she,30,TRUE,the woman,0,FALSE,no url
development_new203,The woman aimed for a diploma. She enrolled in college. she graduated from college.,she,31,a diploma,20,FALSE,she,31,TRUE,no url
development_new204,The woman aimed for a diploma. She enrolled in college. she graduated from college.,she,31,she,31,TRUE,college,47,FALSE,no url
development_new205,I came upon a puddle on the sidewalk. he leapt over the puddle. I played in the puddle.,he,25,the puddle,52,FALSE,i,0,TRUE,no url
development_new206,I came upon a puddle on the sidewalk. she leapt over the puddle. I played in the puddle.,she,38,the puddle,52,FALSE,i,0,TRUE,no url
development_new207,I came upon a puddle on the sidewalk. he leapt over the puddle. I played in the puddle.,he,25,the sidewalk,24,FALSE,i,0,TRUE,no url
